0	0	0.25	width	Front left	x	y	Front right	x	y
0.61146	28.739698	0.026331			-2.4006640565	29.1605408072		3.597256099	29.318508552
0.608009	28.839638	0.042703			-2.4106011077	29.2111121146		3.583929085	29.4672522508
0.602934	28.939508	0.058846			-2.4212792429	29.2622064067		3.5683351995	29.615078667
0.596262	29.039284	0.074697			-2.4326862059	29.3140070711		3.5505826503	29.7617724049
0.588027	29.138943	0.090193			-2.4448144869	29.3666983848		3.5307977205	29.9071229832
0.578269	29.238465	0.105274			-2.4576622527	29.4204579366		3.5091205968	30.0509358717
0.567036	29.337831	0.119879			-2.4712293796	29.4754663272		3.485709303	30.1930187866
0.554378	29.437026	0.133951			-2.4855233045	29.5318946407		3.4607285228	30.3331993306
0.540355	29.536037	0.147434			-2.50054907	29.5899112702		3.4343586133	30.4713140104
0.525031	29.634855	0.160276			-2.5163141595	29.6496746112		3.4067854842	30.6072186628
0.508472	29.733474	0.172426			-2.5328287306	29.7113410828		3.3781998531	30.7407783478
0.490753	29.831891	0.183835			-2.5500972879	29.775062076		3.3488019997	30.8718698053
0.471951	29.930107	0.194459			-2.5681239409	29.8409758973		3.3187901811	31.0003904564
0.452148	30.028126	0.204255			-2.5869079625	29.909219076		3.2883662595	31.1262452943
0.431427	30.125956	0.213186			-2.606445818	29.9799123702		3.2577249749	31.2493614286
0.409877	30.223606	0.221215			-2.6267253288	30.0531762587		3.2270641517	31.3696673214
0.38759	30.32109	0.228311			-2.6477265185	30.1291170002		3.1965738419	31.4871130598
0.364658	30.418425	0.234446			-2.6694236497	30.207834063		3.1664354729	31.6016591241
0.341177	30.515629	0.239597			-2.6917796494	30.2894123713		3.1368224914	31.7132793189
0.317245	30.612723	0.243742			-2.7147479295	30.3739367453		3.1079022291	31.8219509478
0.29296	30.70973	0.246865			-2.7382724155	30.4614760112		3.0798272075	31.9276672593
0.268422	30.806672	0.248953			-2.7622854539	30.5520893437		3.0527400814	32.0304255789
0.243732	30.903577	0.25			-2.7867072448	30.6458213331		3.0267672855	32.1302450886
0.218992	31.000468	0.25			-2.8114472448	30.7427123331		3.0020272855	32.2271360886
0.194302	31.097372	0.248953			-2.8364054539	30.8427893437		2.9786200814	32.3211255789
0.169764	31.194315	0.246865			-2.8614684155	30.9460610112		2.9566312075	32.4122522593
0.145479	31.291321	0.243742			-2.8865139295	31.0525347453		2.9361362291	32.5005489478
0.121547	31.388415	0.239597			-2.9114096494	31.1621983713		2.9171924914	32.5860653189
0.098066	31.485619	0.234446			-2.9360156497	31.275028063		2.8998434729	32.6688531241
0.075134	31.582954	0.228311			-2.9601825185	31.3909810002		2.8841178419	32.7489770598
0.052847	31.680439	0.221215			-2.9837553288	31.5100092587		2.8700341517	32.8265003214
0.031297	31.778089	0.213186			-3.006575818	31.6320453702		2.8575949749	32.9014944286
0.010576	31.875918	0.204255			-3.0284799625	31.757011076		2.8467942595	32.9740372943
-0.009227	31.973937	0.194459			-3.0493019409	31.8848058973		2.8376121811	33.0442204564
-0.028029	32.072153	0.183835			-3.0688792879	32.015324076		2.8300199997	33.1121318053
-0.045748	32.17057	0.172426			-3.0870487306	32.1484370828		2.8239798531	33.1778743478
-0.062307	32.269189	0.160276			-3.1036521595	32.2840086112		2.8194474842	33.2415526628
-0.077632	32.368007	0.147434			-3.11853607	32.4218812702		2.8163716133	33.3032840104
-0.091654	32.467019	0.133951			-3.1315553045	32.5618876407		2.8146965228	33.3631923306
-0.104312	32.566213	0.119879			-3.1425773796	32.7038483272		2.814361303	33.4214007866
-0.115545	32.66558	0.105274			-3.1514762527	32.8475729366		2.8153065968	33.4780508717
-0.125303	32.765101	0.090193			-3.1581444869	32.9928563848		2.8174677205	33.5332809832
-0.133538	32.864761	0.074697			-3.1624862059	33.1394840711		2.8207826503	33.5872494049
-0.14021	32.964537	0.058846			-3.1644232429	33.2872354067		2.8251911995	33.640107667
-0.145285	33.064407	0.042703			-3.1638951077	33.4358811146		2.830635085	33.6920212508
-0.148736	33.164346	0.026331			-3.1608600565	33.5851888072		2.837060099	33.743156552
-0.150543	33.264329	0.009796			-3.1552969804	33.7349174798		2.8444151371	33.7936925398
-0.150691	33.364327	-0.006838			-3.1472018896	33.8848291506		2.8526578363	33.8438014704
-0.149174	33.464315	-0.023504			-3.1365944631	34.0346824048		2.8617482991	33.8936713889
-0.145992	33.564263	-0.040138			-3.1235121241	34.1842419596		2.8716553476	33.943478619
-0.141153	33.664145	-0.056673			-3.1080152122	34.3332702603		2.8823518797	33.993414255
-0.134672	33.763933	-0.073045			-3.0901821693	34.4815398835		2.8938182305	34.0436595164
-0.126569	33.863603	-0.089188			-3.0701102551	34.6288251111		2.9060420612	34.0944062749
-0.116874	33.963131	-0.105039			-3.0479164466	34.7749130991		2.9190144005	34.1458373754
-0.105619	34.062495	-0.120535			-3.0237306719	34.9195972521		2.9327360146	34.1981371956
-0.092846	34.161675	-0.135615			-2.9977012674	35.0626832549		2.9472089572	34.2514851159
-0.078603	34.260654	-0.150221			-2.9699887603	35.2039929557		2.9624394075	34.3060530723
-0.062943	34.35942	-0.164293			-2.9407682595	35.3433517943		2.9784371517	34.3620224409
-0.045922	34.45796	-0.177776			-2.9102197312	35.4806029029		2.9952167954	34.4195565182
-0.027607	34.556268	-0.190618			-2.8785361297	35.6156088789		3.0127878672	34.4788144539
-0.008064	34.654339	-0.202768			-2.8459120266	35.7482396252		3.0311654171	34.539951282
0.012632	34.752173	-0.214177			-2.8125512925	35.8783787378		3.050358597	34.6031189104
0.034405	34.849774	-0.224801			-2.778654271	36.005930364		3.0703766446	34.6684561219
0.057173	34.947147	-0.234597			-2.7444257726	36.130804179		3.0912228159	34.736097919
0.080853	35.044302	-0.243527			-2.7100641486	36.2529299286		3.1128971985	34.8061676293
0.105355	35.141254	-0.251557			-2.6757669907	36.3722537859		3.1353892461	34.8787802535
0.130589	35.238017	-0.258653			-2.6417278706	36.4887204697		3.1586844623	34.9540489191
0.156464	35.334612	-0.264788			-2.6081276805	36.6022999899		3.1827603432	35.032072014
0.182882	35.431059	-0.269939			-2.5751431725	36.7129705211		3.2075798187	35.1129346441
0.209749	35.527382	-0.274084			-2.5429389716	36.8207144904		3.2331022133	35.1967230404
0.236966	35.623607	-0.277207			-2.5116694772	36.925529814		3.2592718235	35.2835077361
0.264434	35.719761	-0.279295			-2.4814770726	37.0274201227		3.2860231085	35.3733519075
0.292052	35.815871	-0.280342			-2.4524884488	37.1264043743		3.3132767621	35.4662984942
0.31972	35.911967	-0.280342			-2.4248204488	37.2225003743		3.3409447621	35.5623944942
0.347338	36.008078	-0.279295			-2.3985730726	37.3157371227		3.3689271085	35.6616689075
0.374806	36.104232	-0.277207			-2.3738294772	37.406154814		3.3971118235	35.7641327361
0.402022	36.200456	-0.274084			-2.3506659716	37.4937884904		3.4253752133	35.8697970404
0.428889	36.29678	-0.269939			-2.3291361725	37.5786915211		3.4535868187	35.9786556441
0.455308	36.393227	-0.264788			-2.3092836805	37.6609149899		3.4816043432	36.090687014
0.481183	36.489821	-0.258653			-2.2911338706	37.7405244697		3.5092784623	36.2058529191
0.506417	36.586585	-0.251557			-2.2747049907	37.8175847859		3.5364512461	36.3241112535
0.530919	36.683536	-0.243527			-2.2599981486	37.8921639286		3.5629631985	36.4454016293
0.554598	36.780692	-0.234597			-2.2470007726	37.964349179		3.5886478159	36.569642919
0.577367	36.878065	-0.224801			-2.235692271	38.034221364		3.6133386446	36.6967471219
0.59914	36.975665	-0.214177			-2.2260432925	38.1018707378		3.636866597	36.8266109104
0.619836	37.0735	-0.202768			-2.2180120266	38.1674006252		3.6590654171	36.959112282
0.639379	37.171571	-0.190618			-2.2115501297	38.2309118789		3.6797738672	37.0941174539
0.657694	37.269879	-0.177776			-2.2066037312	38.2925219029		3.6988327954	37.2314755182
0.674714	37.368419	-0.164293			-2.2031112595	38.3523507943		3.7160941517	37.3710214409
0.690375	37.467184	-0.150221			-2.2010107603	38.4105229557		3.7314174075	37.5125830723
0.704618	37.566164	-0.135615			-2.2002372674	38.4671722549		3.7446729572	37.6559741159
0.717391	37.665344	-0.120535			-2.2007206719	38.5224462521		3.7557460146	37.8009861956
0.728645	37.764707	-0.105039			-2.2023974466	38.5764890991		3.7645334005	37.9474133754
0.738341	37.864235	-0.089188			-2.2052002551	38.6294571111		3.7709520612	38.0950382749
0.746444	37.963905	-0.073045			-2.2090661693	38.6815118835		3.7749342305	38.2436315164
0.752925	38.063694	-0.056673			-2.2139372122	38.7328192603		3.7764298797	38.392963255
0.757764	38.163575	-0.040138			-2.2197561241	38.7835539596		3.7754113476	38.542790619
0.760945	38.263524	-0.023504			-2.2264754631	38.8338914048		3.7718672991	38.6928803889
0.765496	38.563486	-0.006838			-2.2310148896	39.0839881506		3.7688448363	39.0429604704
0.765349	38.663484	0.009796			-2.2394049804	39.1340724798		3.7603071371	39.1928475398
0.763542	38.763467	0.026331			-2.2485820565	39.1843098072		3.749338099	39.342277552
0.760091	38.863406	0.042703			-2.2585191077	39.2348801146		3.736011085	39.4910202508
0.755016	38.963276	0.058846			-2.2691972429	39.2859744067		3.7204171995	39.638846667
0.748344	39.063052	0.074697			-2.2806042059	39.3377750711		3.7026646503	39.7855404049
0.740109	39.162712	0.090193			-2.2927324869	39.3904673848		3.6828797205	39.9308919832
0.730351	39.262234	0.105274			-2.3055802527	39.4442269366		3.6612025968	40.0747048717
0.719117	39.3616	0.119879			-2.3191483796	39.4992353272		3.637790303	40.2167877866
0.70646	39.460795	0.133951			-2.3334413045	39.5556636407		3.6128105228	40.3569683306
0.692437	39.559806	0.147434			-2.34846707	39.6136802702		3.5864406133	40.4950830104
0.677113	39.658624	0.160276			-2.3642321595	39.6734436112		3.5588674842	40.6309876628
0.660554	39.757243	0.172426			-2.3807467306	39.7351100828		3.5302818531	40.7645473478
0.642835	39.85566	0.183835			-2.3980152879	39.798831076		3.5008839997	40.8956388053
0.624033	39.953876	0.194459			-2.4160419409	39.8647448973		3.4708721811	41.0241594564
0.604229	40.051895	0.204255			-2.4348269625	39.932988076		3.4404472595	41.1500142943
0.583509	40.149724	0.213186			-2.454363818	40.0036803702		3.4098069749	41.2731294286
0.561959	40.247375	0.221215			-2.4746433288	40.0769452587		3.3791461517	41.3934363214
0.539672	40.344859	0.228311			-2.4956445185	40.1528860002		3.3486558419	41.5108820598
0.51674	40.442194	0.234446			-2.5173416497	40.231603063		3.3185174729	41.6254281241
0.493259	40.539398	0.239597			-2.5396976494	40.3131813713		3.2889044914	41.7370483189
0.469327	40.636492	0.243742			-2.5626659295	40.3977057453		3.2599842291	41.8457199478
0.445042	40.733498	0.246865			-2.5861904155	40.4852440112		3.2319092075	41.9514352593
0.420504	40.830441	0.248953			-2.6102034539	40.5758583437		3.2048220814	42.0541945789
0.395814	40.927345	0.25			-2.6346252448	40.6695893331		3.1788492855	42.1540130886
0.371074	41.024236	0.25			-2.6593652448	40.7664803331		3.1541092855	42.2509040886
0.346384	41.121141	0.248953			-2.6843234539	40.8665583437		3.1307020814	42.3448945789
0.321846	41.218083	0.246865			-2.7093864155	40.9698290112		3.1087132075	42.4360202593
0.297561	41.31509	0.243742			-2.7344319295	41.0763037453		3.0882182291	42.5243179478
0.273629	41.412184	0.239597			-2.7593276494	41.1859673713		3.0692744914	42.6098343189
0.250148	41.509388	0.234446			-2.7839336497	41.298797063		3.0519254729	42.6926221241
0.227216	41.606723	0.228311			-2.8081005185	41.4147500002		3.0361998419	42.7727460598
0.204929	41.704207	0.221215			-2.8316733288	41.5337772587		3.0221161517	42.8502683214
0.183379	41.801857	0.213186			-2.854493818	41.6558133702		3.0096769749	42.9252624286
0.162658	41.899687	0.204255			-2.8763979625	41.780780076		2.9988762595	42.9978062943
0.142854	41.997706	0.194459			-2.8972209409	41.9085748973		2.9896931811	43.0679894564
0.124052	42.095922	0.183835			-2.9167982879	42.039093076		2.9821009997	43.1359008053
0.106334	42.194339	0.172426			-2.9349667306	42.1722060828		2.9760618531	43.2016433478
0.089775	42.292958	0.160276			-2.9515701595	42.3077776112		2.9715294842	43.2653216628
0.07445	42.391776	0.147434			-2.96645407	42.4456502702		2.9684536133	43.3270530104
0.060428	42.490787	0.133951			-2.9794733045	42.5856556407		2.9667785228	43.3869603306
0.04777	42.589982	0.119879			-2.9904953796	42.7276173272		2.966443303	43.4451697866
0.036537	42.689348	0.105274			-2.9993942527	42.8713409366		2.9673885968	43.5018188717
0.026779	42.78887	0.090193			-3.0060624869	43.0166253848		2.9695497205	43.5570499832
0.018544	42.888529	0.074697			-3.0104042059	43.1632520711		2.9728646503	43.6110174049
0.011872	42.988305	0.058846			-3.0123412429	43.3110034067		2.9772731995	43.663875667
0.006796	43.088175	0.042703			-3.0118141077	43.4596491146		2.982716085	43.7157892508
0.003345	43.188115	0.026331			-3.0087790565	43.6089578072		2.989141099	43.766925552
0.001539	43.288097	0.009796			-3.0032149804	43.7586854798		2.9964971371	43.8174605398
0.001391	43.388096	-0.006838			-2.9951198896	43.9085981506		3.0047398363	43.8675704704
0.002908	43.488083	-0.023504			-2.9845124631	44.0584504048		3.0138302991	43.9174393889
0.00609	43.588032	-0.040138			-2.9714301241	44.2080109596		3.0237373476	43.967247619
0.010928	43.687913	-0.056673			-2.9559342122	44.3570382603		3.0344328797	44.017182255
0.01741	43.787702	-0.073045			-2.9381001693	44.5053088835		3.0459002305	44.0674285164
0.025512	43.887372	-0.089188			-2.9180292551	44.6525941111		3.0581230612	44.1181752749
0.035208	43.9869	-0.105039			-2.8958344466	44.7986820991		3.0710964005	44.1696063754
0.046463	44.086264	-0.120535			-2.8716486719	44.9433662521		3.0848180146	44.2219061956
0.059235	44.185444	-0.135615			-2.8456202674	45.0864522549		3.0992899572	44.2752541159
0.073479	44.284423	-0.150221			-2.8179067603	45.2277619557		3.1145214075	44.3298220723
0.089139	44.383188	-0.164293			-2.7886862595	45.3671197943		3.1305191517	44.3857904409
0.106159	44.481729	-0.177776			-2.7581387312	45.5043719029		3.1472977954	44.4433255182
0.124475	44.580036	-0.190618			-2.7264541297	45.6393768789		3.1648698672	44.5025824539
0.144018	44.678107	-0.202768			-2.6938300266	45.7720076252		3.1832474171	44.563719282
0.164714	44.775942	-0.214177			-2.6604692925	45.9021477378		3.202440597	44.6268879104
0.186487	44.873542	-0.224801			-2.626572271	46.029698364		3.2224586446	44.6922241219
0.209255	44.970915	-0.234597			-2.5923437726	46.154572179		3.2433048159	44.759865919
0.232934	45.068071	-0.243527			-2.5579831486	46.2766989286		3.2649781985	44.8299366293
0.257437	45.165022	-0.251557			-2.5236849907	46.3960217859		3.2874712461	44.9025482535
0.282671	45.261786	-0.258653			-2.4896458706	46.5124894697		3.3107664623	44.9778179191
0.308545	45.35838	-0.264788			-2.4560466805	46.6260679899		3.3348413432	45.055840014
0.334964	45.454827	-0.269939			-2.4230611725	46.7367385211		3.3596618187	45.1367026441
0.361831	45.551151	-0.274084			-2.3908569716	46.8444834904		3.3851842133	45.2204920404
0.389048	45.647376	-0.277207			-2.3595874772	46.949298814		3.4113538235	45.3072767361
0.416515	45.743529	-0.279295			-2.3293960726	47.0511881227		3.4381041085	45.3971199075
0.444134	45.83964	-0.280342			-2.3004064488	47.1501733743		3.4653587621	45.4900674942
0.471802	45.935736	-0.280342			-2.2727384488	47.2462693743		3.4930267621	45.5861634942
0.49942	46.031846	-0.279295			-2.2464910726	47.3395051227		3.5210091085	45.6854369075
0.526888	46.128	-0.277207			-2.2217474772	47.429922814		3.5491938235	45.7879007361
0.554104	46.224225	-0.274084			-2.1985839716	47.5175574904		3.5774572133	45.8935660404
0.580971	46.320548	-0.269939			-2.1770541725	47.6024595211		3.6056688187	46.0024236441
0.60739	46.416995	-0.264788			-2.1572016805	47.6846829899		3.6336863432	46.114455014
0.633264	46.51359	-0.258653			-2.1390528706	47.7642934697		3.6613594623	46.2296219191
0.658499	46.610353	-0.251557			-2.1226229907	47.8413527859		3.6885332461	46.3478792535
0.683001	46.707305	-0.243527			-2.1079161486	47.9159329286		3.7150451985	46.4691706293
0.70668	46.80446	-0.234597			-2.0949187726	47.988117179		3.7407298159	46.593410919
0.729449	46.901834	-0.224801			-2.083610271	48.057990364		3.7654206446	46.7205161219
0.751222	46.999434	-0.214177			-2.0739612925	48.1256397378		3.788948597	46.8503799104
0.771918	47.097268	-0.202768			-2.0659300266	48.1911686252		3.8111474171	46.982880282
0.791461	47.195339	-0.190618			-2.0594681297	48.2546798789		3.8318558672	47.1178854539
0.809776	47.293647	-0.177776			-2.0545217312	48.3162899029		3.8509147954	47.2552435182
0.826796	47.392187	-0.164293			-2.0510292595	48.3761187943		3.8681761517	47.3947894409
0.842457	47.490953	-0.150221			-2.0489287603	48.4342919557		3.8834994075	47.5363520723
0.8567	47.589932	-0.135615			-2.0481552674	48.4909402549		3.8967549572	47.6797421159
0.869473	47.689112	-0.120535			-2.0486386719	48.5462142521		3.9078280146	47.8247541956
0.880727	47.788476	-0.105039			-2.0503154466	48.6002580991		3.9166154005	47.9711823754
0.890423	47.888004	-0.089188			-2.0531182551	48.6532261111		3.9230340612	48.1188072749
0.898526	47.987674	-0.073045			-2.0569841693	48.7052808835		3.9270162305	48.2674005164
0.905007	48.087462	-0.056673			-2.0618552122	48.7565872603		3.9285118797	48.416731255
0.909846	48.187344	-0.040138			-2.0676741241	48.8073229596		3.9274933476	48.566559619
0.913027	48.287292	-0.023504			-2.0743934631	48.8576594048		3.9239492991	48.7166483889
0.917578	48.587254	-0.006838			-2.0789328896	49.1077561506		3.9209268363	49.0667284704
0.91743	48.687253	0.009796			-2.0873239804	49.1578414798		3.9123881371	49.2166165398
0.915624	48.787236	0.026331			-2.0965000565	49.2080788072		3.901420099	49.366046552
0.912173	48.887175	0.042703			-2.1064371077	49.2586491146		3.888093085	49.5147892508
0.907098	48.987045	0.058846			-2.1171152429	49.3097434067		3.8724991995	49.662615667
0.900426	49.086821	0.074697			-2.1285222059	49.3615440711		3.8547466503	49.8093094049
0.892191	49.18648	0.090193			-2.1406504869	49.4142353848		3.8349617205	49.9546599832
0.882433	49.286002	0.105274			-2.1534982527	49.4679949366		3.8132845968	50.0984728717
0.871199	49.385368	0.119879			-2.1670663796	49.5230033272		3.789872303	50.2405557866
0.858542	49.484563	0.133951			-2.1813593045	49.5794316407		3.7648925228	50.3807363306
0.844519	49.583574	0.147434			-2.19638507	49.6374482702		3.7385226133	50.5188510104
0.829194	49.682392	0.160276			-2.2121511595	49.6972116112		3.7109484842	50.6547556628
0.812636	49.781011	0.172426			-2.2286647306	49.7588780828		3.6823638531	50.7883153478
0.794917	49.879429	0.183835			-2.2459332879	49.822600076		3.6529659997	50.9194078053
0.776115	49.977645	0.194459			-2.2639599409	49.8885138973		3.6229541811	51.0479284564
0.756311	50.075664	0.204255			-2.2827449625	49.956757076		3.5925292595	51.1737832943
0.735591	50.173493	0.213186			-2.302281818	50.0274493702		3.5618889749	51.2968984286
0.714041	50.271143	0.221215			-2.3225613288	50.1007132587		3.5312281517	51.4172043214
0.691754	50.368628	0.228311			-2.3435625185	50.1766550002		3.5007378419	51.5346510598
0.668822	50.465963	0.234446			-2.3652596497	50.255372063		3.4705994729	51.6491971241
0.645341	50.563167	0.239597			-2.3876156494	50.3369503713		3.4409864914	51.7608173189
0.621408	50.660261	0.243742			-2.4105849295	50.4214747453		3.4120652291	51.8694889478
0.597123	50.757267	0.246865			-2.4341094155	50.5090130112		3.3839902075	51.9752042593
0.572586	50.85421	0.248953			-2.4581214539	50.5996273437		3.3569040814	52.0779635789
0.547896	50.951114	0.25			-2.4825432448	50.6933583331		3.3309312855	52.1777820886
0.523156	51.048005	0.25			-2.5072832448	50.7902493331		3.3061912855	52.2746730886
0.498466	51.144909	0.248953			-2.5322414539	50.8903263437		3.2827840814	52.3686625789
0.473928	51.241852	0.246865			-2.5573044155	50.9935980112		3.2607952075	52.4597892593
0.449643	51.338858	0.243742			-2.5823499295	51.1000717453		3.2403002291	52.5480859478
0.425711	51.435952	0.239597			-2.6072456494	51.2097353713		3.2213564914	52.6336023189
0.40223	51.533156	0.234446			-2.6318516497	51.322565063		3.2040074729	52.7163901241
0.379298	51.630491	0.228311			-2.6560185185	51.4385180002		3.1882818419	52.7965140598
0.357011	51.727976	0.221215			-2.6795913288	51.5575462587		3.1741981517	52.8740373214
0.335461	51.825626	0.213186			-2.702411818	51.6795823702		3.1617589749	52.9490314286
0.31474	51.923455	0.204255			-2.7243159625	51.804548076		3.1509582595	53.0215742943
0.294936	52.021474	0.194459			-2.7451389409	51.9323428973		3.1417751811	53.0917574564
0.276134	52.11969	0.183835			-2.7647162879	52.062861076		3.1341829997	53.1596688053
0.258416	52.218108	0.172426			-2.7828847306	52.1959750828		3.1281438531	53.2254123478
0.241857	52.316727	0.160276			-2.7994881595	52.3315466112		3.1236114842	53.2890906628
0.226532	52.415545	0.147434			-2.81437207	52.4694192702		3.1205356133	53.3508220104
0.21251	52.514556	0.133951			-2.8273913045	52.6094246407		3.1188605228	53.4107293306
0.199852	52.613751	0.119879			-2.8384133796	52.7513863272		3.118525303	53.4689387866
0.188618	52.713117	0.105274			-2.8473132527	52.8951099366		3.1194695968	53.5255878717
0.178861	52.812639	0.090193			-2.8539804869	53.0403943848		3.1216317205	53.5808189832
0.170626	52.912298	0.074697			-2.8583222059	53.1870210711		3.1249466503	53.6347864049
0.163954	53.012074	0.058846			-2.8602592429	53.3347724067		3.1293551995	53.687644667
0.158878	53.111944	0.042703			-2.8597321077	53.4834181146		3.134798085	53.7395582508
0.155427	53.211883	0.026331			-2.8566970565	53.6327258072		3.141223099	53.790693552
0.153621	53.311866	0.009796			-2.8511329804	53.7824544798		3.1485791371	53.8412295398
0.153473	53.411865	-0.006838			-2.8430378896	53.9323671506		3.1568218363	53.8913394704
0.15499	53.511852	-0.023504			-2.8324304631	54.0822194048		3.1659122991	53.9412083889
0.158172	53.6118	-0.040138			-2.8193481241	54.2317789596		3.1758193476	53.991015619
0.16301	53.711682	-0.056673			-2.8038522122	54.3808072603		3.1865148797	54.040951255
0.169492	53.811471	-0.073045			-2.7860181693	54.5290778835		3.1979822305	54.0911975164
0.177594	53.911141	-0.089188			-2.7659472551	54.6763631111		3.2102050612	54.1419442749
0.18729	54.010668	-0.105039			-2.7437524466	54.8224500991		3.2231784005	54.1933743754
0.198545	54.110032	-0.120535			-2.7195666719	54.9671342521		3.2369000146	54.2456741956
0.211317	54.209212	-0.135615			-2.6935382674	55.1102202549		3.2513719572	54.2990221159
0.22556	54.308192	-0.150221			-2.6658257603	55.2515309557		3.2666024075	54.3535910723
0.241221	54.406957	-0.164293			-2.6366042595	55.3908887943		3.2826011517	54.4095594409
0.258241	54.505497	-0.177776			-2.6060567312	55.5281399029		3.2993797954	54.4670935182
0.276557	54.603805	-0.190618			-2.5743721297	55.6631458789		3.3169518672	54.5263514539
0.2961	54.701876	-0.202768			-2.5417480266	55.7957766252		3.3353294171	54.587488282
0.316796	54.79971	-0.214177			-2.5083872925	55.9259157378		3.354522597	54.6506559104
0.338569	54.897311	-0.224801			-2.474490271	56.053467364		3.3745406446	54.7159931219
0.361337	54.994684	-0.234597			-2.4402617726	56.178341179		3.3953868159	54.783634919
0.385016	55.09184	-0.243527			-2.4059011486	56.3004679286		3.4170601985	54.8537056293
0.409518	55.188791	-0.251557			-2.3716039907	56.4197907859		3.4395522461	54.9263172535
0.434753	55.285555	-0.258653			-2.3375638706	56.5362584697		3.4628484623	55.0015869191
0.460627	55.382149	-0.264788			-2.3039646805	56.6498369899		3.4869233432	55.079609014
0.487046	55.478596	-0.269939			-2.2709791725	56.7605075211		3.5117438187	55.1604716441
0.513913	55.574919	-0.274084			-2.2387749716	56.8682514904		3.5372662133	55.2442600404
0.54113	55.671144	-0.277207			-2.2075054772	56.973066814		3.5634358235	55.3310447361
0.568597	55.767298	-0.279295			-2.1773140726	57.0749571227		3.5901861085	55.4208889075
0.596216	55.863408	-0.280342			-2.1483244488	57.1739413743		3.6174407621	55.5138354942
0.623884	55.959505	-0.280342			-2.1206564488	57.2700383743		3.6451087621	55.6099324942
0.651502	56.055615	-0.279295			-2.0944090726	57.3632741227		3.6730911085	55.7092059075
0.67897	56.151769	-0.277207			-2.0696654772	57.453691814		3.7012758235	55.8116697361
0.706186	56.247994	-0.274084			-2.0465019716	57.5413264904		3.7295392133	55.9173350404
0.733053	56.344317	-0.269939			-2.0249721725	57.6262285211		3.7577508187	56.0261926441
0.759472	56.440764	-0.264788			-2.0051196805	57.7084519899		3.7857683432	56.138224014
0.785346	56.537358	-0.258653			-1.9869708706	57.7880614697		3.8134414623	56.2533899191
0.810581	56.634122	-0.251557			-1.9705409907	57.8651217859		3.8406152461	56.3716482535
0.835083	56.731073	-0.243527			-1.9558341486	57.9397009286		3.8671271985	56.4929386293
0.858762	56.828229	-0.234597			-1.9428367726	58.011886179		3.8928118159	56.617179919
0.881531	56.925602	-0.224801			-1.931528271	58.081758364		3.9175026446	56.7442841219
0.903303	57.023203	-0.214177			-1.9218802925	58.1494087378		3.941029597	56.8741489104
0.924	57.121037	-0.202768			-1.9138480266	58.2149376252		3.9632294171	57.006649282
0.943543	57.219108	-0.190618			-1.9073861297	58.2784488789		3.9839378672	57.1416544539
0.961858	57.317416	-0.177776			-1.9024397312	58.3400589029		4.0029967954	57.2790125182
0.978878	57.415956	-0.164293			-1.8989472595	58.3998877943		4.0202581517	57.4185584409
0.994539	57.514721	-0.150221			-1.8968467603	58.4580599557		4.0355814075	57.5601200723
1.008782	57.613701	-0.135615			-1.8960732674	58.5147092549		4.0488369572	57.7035111159
1.021554	57.712881	-0.120535			-1.8965576719	58.5699832521		4.0599090146	57.8485231956
1.032809	57.812244	-0.105039			-1.8982334466	58.6240260991		4.0686974005	57.9949503754
1.042505	57.911772	-0.089188			-1.9010362551	58.6769941111		4.0751160612	58.1425752749
1.050608	58.011442	-0.073045			-1.9049021693	58.7290488835		4.0790982305	58.2911685164
1.057089	58.111231	-0.056673			-1.9097732122	58.7803562603		4.0805938797	58.440500255
1.061928	58.211113	-0.040138			-1.9155921241	58.8310919596		4.0795753476	58.590328619
1.065109	58.311061	-0.023504			-1.9223114631	58.8814284048		4.0760312991	58.7404173889
1.06966	58.611023	-0.006838			-1.9268508896	59.1315251506		4.0730088363	59.0904974704
1.069512	58.711022	0.009796			-1.9352419804	59.1816104798		4.0644701371	59.2403855398
1.067706	58.811004	0.026331			-1.9444180565	59.2318468072		4.053502099	59.389814552
1.064255	58.910944	0.042703			-1.9543551077	59.2824181146		4.040175085	59.5385582508
1.05918	59.010814	0.058846			-1.9650332429	59.3335124067		4.0245811995	59.686384667
1.052508	59.11059	0.074697			-1.9764402059	59.3853130711		4.0068286503	59.8330784049
1.044273	59.210249	0.090193			-1.9885684869	59.4380043848		3.9870437205	59.9784289832
1.034515	59.309771	0.105274			-2.0014162527	59.4917639366		3.9653665968	60.1222418717
1.023281	59.409137	0.119879			-2.0149843796	59.5467723272		3.941954303	60.2643247866
1.010624	59.508332	0.133951			-2.0292773045	59.6032006407		3.9169745228	60.4045053306
0.996601	59.607343	0.147434			-2.04430307	59.6612172702		3.8906046133	60.5426200104
0.981276	59.706161	0.160276			-2.0600691595	59.7209806112		3.8630304842	60.6785246628
0.964718	59.80478	0.172426			-2.0765827306	59.7826470828		3.8344458531	60.8120843478
0.946999	59.903197	0.183835			-2.0938512879	59.846368076		3.8050479997	60.9431758053
0.928197	60.001413	0.194459			-2.1118779409	59.9122818973		3.7750361811	61.0716964564
0.908393	60.099432	0.204255			-2.1306629625	59.980525076		3.7446112595	61.1975512943
0.887673	60.197262	0.213186			-2.150199818	60.0512183702		3.7139709749	61.3206674286
0.866123	60.294912	0.221215			-2.1704793288	60.1244822587		3.6833101517	61.4409733214
