0	0	0.25	width	Front left	x	y	Front right	x	y
0.843835	60.392396	0.228311			-2.1914815185	60.2004230002		3.6528188419	61.5584190598
0.820904	60.489731	0.234446			-2.2131776497	60.279140063		3.6226814729	61.6729651241
0.797423	60.586935	0.239597			-2.2355336494	60.3607183713		3.5930684914	61.7845853189
0.77349	60.684029	0.243742			-2.2585029295	60.4452427453		3.5641472291	61.8932569478
0.749205	60.781036	0.246865			-2.2820274155	60.5327820112		3.5360722075	61.9989732593
0.724668	60.877978	0.248953			-2.3060394539	60.6233953437		3.5089860814	62.1017315789
0.699978	60.974882	0.25			-2.3304612448	60.7171263331		3.4830132855	62.2015500886
0.675238	61.071774	0.25			-2.3552012448	60.8140183331		3.4582732855	62.2984420886
0.650548	61.168678	0.248953			-2.3801594539	60.9140953437		3.4348660814	62.3924315789
0.62601	61.265621	0.246865			-2.4052224155	61.0173670112		3.4128772075	62.4835582593
0.601725	61.362627	0.243742			-2.4302679295	61.1238407453		3.3923822291	62.5718549478
0.577793	61.459721	0.239597			-2.4551636494	61.2335043713		3.3734384914	62.6573713189
0.554312	61.556925	0.234446			-2.4797696497	61.346334063		3.3560894729	62.7401591241
0.53138	61.65426	0.228311			-2.5039365185	61.4622870002		3.3403638419	62.8202830598
0.509092	61.751744	0.221215			-2.5275103288	61.5813142587		3.3262791517	62.8978053214
0.487543	61.849395	0.213186			-2.550329818	61.7033513702		3.3138409749	62.9728004286
0.466822	61.947224	0.204255			-2.5722339625	61.828317076		3.3030402595	63.0453432943
0.447018	62.045243	0.194459			-2.5930569409	61.9561118973		3.2938571811	63.1155264564
0.428216	62.143459	0.183835			-2.6126342879	62.086630076		3.2862649997	63.1834378053
0.410497	62.241876	0.172426			-2.6308037306	62.2197430828		3.2802248531	63.2491803478
0.393939	62.340495	0.160276			-2.6474061595	62.3553146112		3.2756934842	63.3128586628
0.378614	62.439313	0.147434			-2.66229007	62.4931872702		3.2726176133	63.3745900104
0.364591	62.538324	0.133951			-2.6753103045	62.6331926407		3.2709415228	63.4344973306
0.351934	62.637519	0.119879			-2.6863313796	62.7751543272		3.270607303	63.4927067866
0.3407	62.736885	0.105274			-2.6952312527	62.9188779366		3.2715515968	63.5493558717
0.330943	62.836407	0.090193			-2.7018984869	63.0641623848		3.2737137205	63.6045869832
0.322708	62.936067	0.074697			-2.7062402059	63.2107900711		3.2770286503	63.6585554049
0.316036	63.035843	0.058846			-2.7081772429	63.3585414067		3.2814371995	63.711413667
0.31096	63.135713	0.042703			-2.7076501077	63.5071871146		3.286880085	63.7633272508
0.307509	63.235652	0.026331			-2.7046150565	63.6564948072		3.293305099	63.814462552
0.305703	63.335635	0.009796			-2.6990509804	63.8062234798		3.3006611371	63.8649985398
0.305555	63.435633	-0.006838			-2.6909558896	63.9561351506		3.3089038363	63.9151074704
0.307072	63.535621	-0.023504			-2.6803484631	64.1059884048		3.3179942991	63.9649773889
0.310254	63.635569	-0.040138			-2.6672661241	64.2555479596		3.3279013476	64.014784619
0.315092	63.735451	-0.056673			-2.6517702122	64.4045762603		3.3385968797	64.064720255
0.321574	63.835239	-0.073045			-2.6339361693	64.5528458835		3.3500642305	64.1149655164
0.329676	63.934909	-0.089188			-2.6138652551	64.7001311111		3.3622870612	64.1657122749
0.339372	64.034437	-0.105039			-2.5916704466	64.8462190991		3.3752604005	64.2171433754
0.350627	64.133801	-0.120535			-2.5674846719	64.9909032521		3.3889820146	64.2694431956
0.363399	64.232981	-0.135615			-2.5414562674	65.1339892549		3.4034539572	64.3227911159
0.377642	64.33196	-0.150221			-2.5137437603	65.2752989557		3.4186844075	64.3773590723
0.393303	64.430726	-0.164293			-2.4845222595	65.4146577943		3.4346831517	64.4333284409
0.410323	64.529266	-0.177776			-2.4539747312	65.5519089029		3.4514617954	64.4908625182
0.428639	64.627573	-0.190618			-2.4222901297	65.6869138789		3.4690338672	64.5501194539
0.448182	64.725645	-0.202768			-2.3896660266	65.8195456252		3.4874114171	64.611257282
0.468878	64.823479	-0.214177			-2.3563052925	65.9496847378		3.506604597	64.6744249104
0.490651	64.921079	-0.224801			-2.322408271	66.077235364		3.5266226446	64.7397611219
0.513419	65.018453	-0.234597			-2.2881797726	66.202110179		3.5474688159	64.807403919
0.537098	65.115608	-0.243527			-2.2538191486	66.3242359286		3.5691421985	64.8774736293
0.5616	65.21256	-0.251557			-2.2195219907	66.4435597859		3.5916342461	64.9500862535
0.586835	65.309323	-0.258653			-2.1854818706	66.5600264697		3.6149304623	65.0253549191
0.612709	65.405918	-0.264788			-2.1518826805	66.6736059899		3.6390053432	65.103378014
0.639128	65.502365	-0.269939			-2.1188971725	66.7842765211		3.6638258187	65.1842406441
0.665995	65.598688	-0.274084			-2.0866929716	66.8920204904		3.6893482133	65.2680290404
0.693212	65.694913	-0.277207			-2.0554234772	66.996835814		3.7155178235	65.3548137361
0.720679	65.791066	-0.279295			-2.0252320726	67.0987251227		3.7422681085	65.4446569075
0.748297	65.887177	-0.280342			-1.9962434488	67.1977103743		3.7695217621	65.5376044942
0.775966	65.983273	-0.280342			-1.9685744488	67.2938063743		3.7971907621	65.6337004942
0.803584	66.079384	-0.279295			-1.9423270726	67.3870431227		3.8251731085	65.7329749075
0.831051	66.175537	-0.277207			-1.9175844772	67.477459814		3.8533568235	65.8354377361
0.858268	66.271762	-0.274084			-1.8944199716	67.5650944904		3.8816212133	65.9411030404
0.885135	66.368086	-0.269939			-1.8728901725	67.6499975211		3.9098328187	66.0499616441
0.911554	66.464532	-0.264788			-1.8530376805	67.7322199899		3.9378503432	66.161992014
0.937428	66.561127	-0.258653			-1.8348888706	67.8118304697		3.9655234623	66.2771589191
0.962663	66.65789	-0.251557			-1.8184589907	67.8888897859		3.9926972461	66.3954162535
0.987165	66.754842	-0.243527			-1.8037521486	67.9634699286		4.0192091985	66.5167076293
1.010844	66.851998	-0.234597			-1.7907547726	68.035655179		4.0448938159	66.640948919
1.033612	66.949371	-0.224801			-1.779447271	68.105527364		4.0695836446	66.7680531219
1.055385	67.046971	-0.214177			-1.7697982925	68.1731767378		4.093111597	66.8979169104
1.076082	67.144806	-0.202768			-1.7617660266	68.2387066252		4.1153114171	67.030418282
1.095624	67.242877	-0.190618			-1.7553051297	68.3022178789		4.1360188672	67.1654234539
1.11394	67.341184	-0.177776			-1.7503577312	68.3638269029		4.1550787954	67.3027805182
1.13096	67.439725	-0.164293			-1.7468652595	68.4236567943		4.1723401517	67.4423274409
1.146621	67.53849	-0.150221			-1.7447647603	68.4818289557		4.1876634075	67.5838890723
1.160864	67.637469	-0.135615			-1.7439912674	68.5384772549		4.2009189572	67.7272791159
1.173636	67.736649	-0.120535			-1.7444756719	68.5937512521		4.2119910146	67.8722911956
1.184891	67.836013	-0.105039			-1.7461514466	68.6477950991		4.2207794005	68.0187193754
1.194587	67.935541	-0.089188			-1.7489542551	68.7007631111		4.2271980612	68.1663442749
1.20269	68.035211	-0.073045			-1.7528201693	68.7528178835		4.2311802305	68.3149375164
1.209171	68.135	-0.056673			-1.7576912122	68.8041252603		4.2326758797	68.464269255
1.21401	68.234881	-0.040138			-1.7635101241	68.8548599596		4.2316573476	68.614096619
1.217191	68.33483	-0.023504			-1.7702294631	68.9051974048		4.2281132991	68.7641863889
1.221742	68.634792	-0.006838			-1.7747688896	69.1552941506		4.2250908363	69.1142664704
1.221594	68.73479	0.009796			-1.7831599804	69.2053784798		4.2165521371	69.2641535398
1.219788	68.834773	0.026331			-1.7923360565	69.2556158072		4.205584099	69.413583552
1.216337	68.934712	0.042703			-1.8022731077	69.3061861146		4.192257085	69.5623262508
1.211262	69.034582	0.058846			-1.8129512429	69.3572804067		4.1766631995	69.710152667
1.20459	69.134358	0.074697			-1.8243582059	69.4090810711		4.1589106503	69.8568464049
1.196355	69.234018	0.090193			-1.8364864869	69.4617733848		4.1391257205	70.0021979832
1.186597	69.333539	0.105274			-1.8493342527	69.5155319366		4.1174485968	70.1460098717
1.175363	69.432906	0.119879			-1.8629023796	69.5705413272		4.094036303	70.2880937866
1.162706	69.5321	0.133951			-1.8771953045	69.6269686407		4.0690565228	70.4282733306
1.148683	69.631112	0.147434			-1.89222107	69.6849862702		4.0426866133	70.5663890104
1.133358	69.72993	0.160276			-1.9079871595	69.7447496112		4.0151124842	70.7022936628
1.1168	69.828549	0.172426			-1.9245007306	69.8064160828		3.9865278531	70.8358533478
1.099081	69.926966	0.183835			-1.9417692879	69.870137076		3.9571299997	70.9669448053
1.080279	70.025182	0.194459			-1.9597959409	69.9360508973		3.9271181811	71.0954654564
1.060475	70.123201	0.204255			-1.9785809625	70.004294076		3.8966932595	71.2213202943
1.039754	70.22103	0.213186			-1.998118818	70.0749863702		3.8660519749	71.3444354286
1.018205	70.31868	0.221215			-2.0183973288	70.1482502587		3.8353921517	71.4647413214
0.995917	70.416165	0.228311			-2.0393995185	70.2241920002		3.8049008419	71.5821880598
0.972985	70.5135	0.234446			-2.0610966497	70.302909063		3.7747624729	71.6967341241
0.949505	70.610704	0.239597			-2.0834516494	70.3844873713		3.7451504914	71.8083543189
0.925572	70.707798	0.243742			-2.1064209295	70.4690117453		3.7162292291	71.9170259478
0.901287	70.804804	0.246865			-2.1299454155	70.5565500112		3.6881542075	72.0227412593
0.87675	70.901747	0.248953			-2.1539574539	70.6471643437		3.6610680814	72.1255005789
0.85206	70.998651	0.25			-2.1783792448	70.7408953331		3.6350952855	72.2253190886
0.827319	71.095542	0.25			-2.2031202448	70.8377863331		3.6103542855	72.3222100886
0.80263	71.192447	0.248953			-2.2280774539	70.9378643437		3.5869480814	72.4162005789
0.778092	71.289389	0.246865			-2.2531404155	71.0411350112		3.5649592075	72.5073262593
0.753807	71.386396	0.243742			-2.2781859295	71.1476097453		3.5444642291	72.5956239478
0.729875	71.48349	0.239597			-2.3030816494	71.2572733713		3.5255204914	72.6811403189
0.706394	71.580694	0.234446			-2.3276876497	71.370103063		3.5081714729	72.7639281241
0.683462	71.678029	0.228311			-2.3518545185	71.4860560002		3.4924458419	72.8440520598
0.661174	71.775513	0.221215			-2.3754283288	71.6050832587		3.4783611517	72.9215743214
0.639625	71.873163	0.213186			-2.398247818	71.7271193702		3.4659229749	72.9965684286
0.618904	71.970993	0.204255			-2.4201519625	71.852086076		3.4551222595	73.0691122943
0.5991	72.069012	0.194459			-2.4409749409	71.9798808973		3.4459391811	73.1392954564
0.580298	72.167228	0.183835			-2.4605522879	72.110399076		3.4383469997	73.2072068053
0.562579	72.265645	0.172426			-2.4787217306	72.2435120828		3.4323068531	73.2729493478
0.546021	72.364264	0.160276			-2.4953241595	72.3790836112		3.4277754842	73.3366276628
0.530696	72.463082	0.147434			-2.51020807	72.5169562702		3.4246996133	73.3983590104
0.516673	72.562093	0.133951			-2.5232283045	72.6569616407		3.4230235228	73.4582663306
0.504016	72.661288	0.119879			-2.5342493796	72.7989233272		3.422689303	73.5164757866
0.492782	72.760654	0.105274			-2.5431492527	72.9426469366		3.4236335968	73.5731248717
0.483025	72.860176	0.090193			-2.5498164869	73.0879313848		3.4257957205	73.6283559832
0.47479	72.959835	0.074697			-2.5541582059	73.2345580711		3.4291106503	73.6823234049
0.468117	73.059611	0.058846			-2.5560962429	73.3823094067		3.4335181995	73.735181667
0.463042	73.159481	0.042703			-2.5555681077	73.5309551146		3.438962085	73.7870952508
0.459591	73.259421	0.026331			-2.5525330565	73.6802638072		3.445387099	73.838231552
0.457785	73.359403	0.009796			-2.5469689804	73.8299914798		3.4527431371	73.8887665398
0.457637	73.459402	-0.006838			-2.5388738896	73.9799041506		3.4609858363	73.9388764704
0.459154	73.559389	-0.023504			-2.5282664631	74.1297564048		3.4700762991	73.9887453889
0.462336	73.659337	-0.040138			-2.5151841241	74.2793159596		3.4799833476	74.038552619
0.467174	73.759219	-0.056673			-2.4996882122	74.4283442603		3.4906788797	74.088488255
0.473656	73.859008	-0.073045			-2.4818541693	74.5766148835		3.5021462305	74.1387345164
0.481758	73.958678	-0.089188			-2.4617832551	74.7239001111		3.5143690612	74.1894812749
0.491454	74.058206	-0.105039			-2.4395884466	74.8699880991		3.5273424005	74.2409123754
0.502709	74.157569	-0.120535			-2.4154026719	75.0146712521		3.5410640146	74.2932111956
0.515481	74.256749	-0.135615			-2.3893742674	75.1577572549		3.5555359572	74.3465591159
0.529724	74.355729	-0.150221			-2.3616617603	75.2990679557		3.5707664075	74.4011280723
0.545385	74.454494	-0.164293			-2.3324402595	75.4384257943		3.5867651517	74.4570964409
0.562405	74.553034	-0.177776			-2.3018927312	75.5756769029		3.6035437954	74.5146305182
0.580721	74.651342	-0.190618			-2.2702081297	75.7106828789		3.6211158672	74.5738884539
0.600263	74.749413	-0.202768			-2.2375850266	75.8433136252		3.6394924171	74.635025282
0.62096	74.847248	-0.214177			-2.2042232925	75.9734537378		3.658686597	74.6981939104
0.642733	74.944848	-0.224801			-2.170326271	76.101004364		3.6787046446	74.7635301219
0.665501	75.042221	-0.234597			-2.1360977726	76.225878179		3.6995508159	74.831171919
0.68918	75.139377	-0.243527			-2.1017371486	76.3480049286		3.7212241985	74.9012426293
0.713682	75.236328	-0.251557			-2.0674399907	76.4673277859		3.7437162461	74.9738542535
0.738917	75.333092	-0.258653			-2.0333998706	76.5837954697		3.7670124623	75.0491239191
0.764791	75.429686	-0.264788			-1.9998006805	76.6973739899		3.7910873432	75.127146014
0.79121	75.526133	-0.269939			-1.9668151725	76.8080445211		3.8159078187	75.2080086441
0.818077	75.622456	-0.274084			-1.9346109716	76.9157884904		3.8414302133	75.2917970404
0.845294	75.718681	-0.277207			-1.9033414772	77.020603814		3.8675998235	75.3785817361
0.872761	75.814835	-0.279295			-1.8731500726	77.1224941227		3.8943501085	75.4684259075
0.900379	75.910946	-0.280342			-1.8441614488	77.2214793743		3.9216037621	75.5613734942
0.928048	76.007042	-0.280342			-1.8164924488	77.3175753743		3.9492727621	75.6574694942
0.955666	76.103152	-0.279295			-1.7902450726	77.4108111227		3.9772551085	75.7567429075
0.983133	76.199306	-0.277207			-1.7655024772	77.501228814		4.0054388235	75.8592067361
1.01035	76.295531	-0.274084			-1.7423379716	77.5888634904		4.0337032133	75.9648720404
1.037217	76.391854	-0.269939			-1.7208081725	77.6737655211		4.0619148187	76.0737296441
1.063636	76.488301	-0.264788			-1.7009556805	77.7559889899		4.0899323432	76.185761014
1.08951	76.584896	-0.258653			-1.6828068706	77.8355994697		4.1176054623	76.3009279191
1.114745	76.681659	-0.251557			-1.6663769907	77.9126587859		4.1447792461	76.4191852535
1.139247	76.778611	-0.243527			-1.6516701486	77.9872389286		4.1712911985	76.5404766293
1.162926	76.875766	-0.234597			-1.6386727726	78.059423179		4.1969758159	76.664716919
1.185694	76.973139	-0.224801			-1.627365271	78.129295364		4.2216656446	76.7918211219
1.207467	77.07074	-0.214177			-1.6177162925	78.1969457378		4.245193597	76.9216859104
1.228164	77.168574	-0.202768			-1.6096840266	78.2624746252		4.2673934171	77.054186282
1.247706	77.266645	-0.190618			-1.6032231297	78.3259858789		4.2881008672	77.1891914539
1.266022	77.364953	-0.177776			-1.5982757312	78.3875959029		4.3071607954	77.3265495182
1.283042	77.463493	-0.164293			-1.5947832595	78.4474247943		4.3244221517	77.4660954409
1.298703	77.562258	-0.150221			-1.5926827603	78.5055969557		4.3397454075	77.6076570723
1.312946	77.661238	-0.135615			-1.5919092674	78.5622462549		4.3530009572	77.7510481159
1.325718	77.760418	-0.120535			-1.5923936719	78.6175202521		4.3640730146	77.8960601956
1.336973	77.859782	-0.105039			-1.5940694466	78.6715640991		4.3728614005	78.0424883754
1.346669	77.959309	-0.089188			-1.5968722551	78.7245311111		4.3792800612	78.1901122749
1.354772	78.05898	-0.073045			-1.6007381693	78.7765868835		4.3832622305	78.3387065164
1.361253	78.158768	-0.056673			-1.6056092122	78.8278932603		4.3847578797	78.488037255
1.366092	78.25865	-0.040138			-1.6114281241	78.8786289596		4.3837393476	78.637865619
1.369273	78.358598	-0.023504			-1.6181474631	78.9289654048		4.3801952991	78.7879543889
1.373824	78.65856	-0.006838			-1.6226868896	79.1790621506		4.3771728363	79.1380344704
1.373676	78.758559	0.009796			-1.6310779804	79.2291474798		4.3686341371	79.2879225398
1.37187	78.858541	0.026331			-1.6402540565	79.2793838072		4.357666099	79.437351552
1.368419	78.958481	0.042703			-1.6501911077	79.3299551146		4.344339085	79.5860952508
1.363344	79.058351	0.058846			-1.6608692429	79.3810494067		4.3287451995	79.733921667
1.356672	79.158127	0.074697			-1.6722762059	79.4328500711		4.3109926503	79.8806154049
1.348437	79.257786	0.090193			-1.6844044869	79.4855413848		4.2912077205	80.0259659832
1.338679	79.357308	0.105274			-1.6972522527	79.5393009366		4.2695305968	80.1697788717
1.327445	79.456674	0.119879			-1.7108203796	79.5943093272		4.246118303	80.3118617866
1.314788	79.555869	0.133951			-1.7251133045	79.6507376407		4.2211385228	80.4520423306
1.300765	79.65488	0.147434			-1.74013907	79.7087542702		4.1947686133	80.5901570104
1.28544	79.753698	0.160276			-1.7559051595	79.7685176112		4.1671944842	80.7260616628
1.268882	79.852317	0.172426			-1.7724187306	79.8301840828		4.1386098531	80.8596213478
1.251163	79.950734	0.183835			-1.7896872879	79.893905076		4.1092119997	80.9907128053
1.232361	80.04895	0.194459			-1.8077139409	79.9598188973		4.0792001811	81.1192334564
1.212557	80.146969	0.204255			-1.8264989625	80.028062076		4.0487752595	81.2450882943
1.191836	80.244799	0.213186			-1.846036818	80.0987553702		4.0181339749	81.3682044286
1.170287	80.342449	0.221215			-1.8663153288	80.1720192587		3.9874741517	81.4885103214
1.147999	80.439934	0.228311			-1.8873175185	80.2479610002		3.9569828419	81.6059570598
1.125067	80.537269	0.234446			-1.9090146497	80.326678063		3.9268444729	81.7205031241
1.101587	80.634473	0.239597			-1.9313696494	80.4082563713		3.8972324914	81.8321233189
1.077654	80.731566	0.243742			-1.9543389295	80.4927797453		3.8683112291	81.9407939478
1.053369	80.828573	0.246865			-1.9778634155	80.5803190112		3.8402362075	82.0465102593
1.028831	80.925516	0.248953			-2.0018764539	80.6709333437		3.8131490814	82.1492695789
1.004142	81.02242	0.25			-2.0262972448	80.7646643331		3.7871772855	82.2490880886
0.979401	81.119311	0.25			-2.0510382448	80.8615553331		3.7624362855	82.3459790886
0.954712	81.216215	0.248953			-2.0759954539	80.9616323437		3.7390300814	82.4399685789
0.930174	81.313158	0.246865			-2.1010584155	81.0649040112		3.7170412075	82.5310952593
0.905889	81.410164	0.243742			-2.1261039295	81.1713777453		3.6965462291	82.6193919478
0.881957	81.507258	0.239597			-2.1509996494	81.2810413713		3.6776024914	82.7049083189
0.858476	81.604462	0.234446			-2.1756056497	81.393871063		3.6602534729	82.7876961241
0.835544	81.701797	0.228311			-2.1997725185	81.5098240002		3.6445278419	82.8678200598
0.813256	81.799282	0.221215			-2.2233463288	81.6288522587		3.6304431517	82.9453433214
0.791707	81.896932	0.213186			-2.246165818	81.7508883702		3.6180049749	83.0203374286
0.770986	81.994761	0.204255			-2.2680699625	81.875854076		3.6072042595	83.0928802943
0.751182	82.09278	0.194459			-2.2888929409	82.0036488973		3.5980211811	83.1630634564
0.73238	82.190996	0.183835			-2.3084702879	82.134167076		3.5904289997	83.2309748053
0.714661	82.289413	0.172426			-2.3266397306	82.2672800828		3.5843888531	83.2967173478
0.698103	82.388032	0.160276			-2.3432421595	82.4028516112		3.5798574842	83.3603956628
0.682778	82.48685	0.147434			-2.35812607	82.5407242702		3.5767816133	83.4221270104
0.668755	82.585862	0.133951			-2.3711463045	82.6807306407		3.5751055228	83.4820353306
0.656098	82.685056	0.119879			-2.3821673796	82.8226913272		3.574771303	83.5402437866
0.644864	82.784423	0.105274			-2.3910672527	82.9664159366		3.5757155968	83.5968938717
0.635107	82.883944	0.090193			-2.3977344869	83.1116993848		3.5778777205	83.6521239832
0.626871	82.983604	0.074697			-2.4020772059	83.2583270711		3.5811916503	83.7060924049
0.620199	83.08338	0.058846			-2.4040142429	83.4060784067		3.5856001995	83.758950667
0.615124	83.18325	0.042703			-2.4034861077	83.5547241146		3.591044085	83.8108642508
0.611673	83.283189	0.026331			-2.4004510565	83.7040318072		3.597469099	83.861999552
0.609867	83.383172	0.009796			-2.3948869804	83.8537604798		3.6048251371	83.9125355398
0.609719	83.483171	-0.006838			-2.3867918896	84.0036731506		3.6130678363	83.9626454704
0.611236	83.583158	-0.023504			-2.3761844631	84.1535254048		3.6221582991	84.0125143889
0.614418	83.683106	-0.040138			-2.3631021241	84.3030849596		3.6320653476	84.062321619
0.619256	83.782988	-0.056673			-2.3476062122	84.4521132603		3.6427608797	84.112257255
0.625737	83.882776	-0.073045			-2.3297731693	84.6003828835		3.6542272305	84.1625025164
0.63384	83.982447	-0.089188			-2.3097012551	84.7476691111		3.6664510612	84.2132502749
0.643536	84.081974	-0.105039			-2.2875064466	84.8937560991		3.6794244005	84.2646803754
0.654791	84.181338	-0.120535			-2.2633206719	85.0384402521		3.6931460146	84.3169801956
0.667563	84.280518	-0.135615			-2.2372922674	85.1815262549		3.7076179572	84.3703281159
0.681806	84.379498	-0.150221			-2.2095797603	85.3228369557		3.7228484075	84.4248970723
0.697467	84.478263	-0.164293			-2.1803582595	85.4621947943		3.7388471517	84.4808654409
0.714487	84.576803	-0.177776			-2.1498107312	85.5994459029		3.7556257954	84.5383995182
0.732803	84.675111	-0.190618			-2.1181261297	85.7344518789		3.7731978672	84.5976574539
0.752345	84.773182	-0.202768			-2.0855030266	85.8670826252		3.7915744171	84.658794282
0.773042	84.871016	-0.214177			-2.0521412925	85.9972217378		3.810768597	84.7219619104
0.794815	84.968617	-0.224801			-2.018244271	86.124773364		3.8307866446	84.7872991219
0.817583	85.06599	-0.234597			-1.9840157726	86.249647179		3.8516328159	84.854940919
0.841262	85.163145	-0.243527			-1.9496551486	86.3717729286		3.8733061985	84.9250106293
0.865764	85.260097	-0.251557			-1.9153579907	86.4910967859		3.8957982461	84.9976232535
0.890999	85.35686	-0.258653			-1.8813178706	86.6075634697		3.9190944623	85.0728919191
0.916873	85.453455	-0.264788			-1.8477186805	86.7211429899		3.9431693432	85.150915014
0.943292	85.549902	-0.269939			-1.8147331725	86.8318135211		3.9679898187	85.2317776441
0.970159	85.646225	-0.274084			-1.7825289716	86.9395574904		3.9935122133	85.3155660404
0.997376	85.74245	-0.277207			-1.7512594772	87.044372814		4.0196818235	85.4023507361
1.024843	85.838604	-0.279295			-1.7210680726	87.1462631227		4.0464321085	85.4921949075
1.052461	85.934714	-0.280342			-1.6920794488	87.2452473743		4.0736857621	85.5851414942
1.08013	86.03081	-0.280342			-1.6644104488	87.3413433743		4.1013547621	85.6812374942
1.107748	86.126921	-0.279295			-1.6381630726	87.4345801227		4.1293371085	85.7805119075
1.135215	86.223075	-0.277207			-1.6134204772	87.524997814		4.1575208235	85.8829757361
1.162432	86.3193	-0.274084			-1.5902559716	87.6126324904		4.1857852133	85.9886410404
1.189299	86.415623	-0.269939			-1.5687261725	87.6975345211		4.2139968187	86.0974986441
1.215718	86.51207	-0.264788			-1.5488736805	87.7797579899		4.2420143432	86.209530014
1.241592	86.608664	-0.258653			-1.5307248706	87.8593674697		4.2696874623	86.3246959191
1.266827	86.705428	-0.251557			-1.5142949907	87.9364277859		4.2968612461	86.4429542535
1.291329	86.802379	-0.243527			-1.4995881486	88.0110069286		4.3233731985	86.5642446293
1.315008	86.899535	-0.234597			-1.4865907726	88.083192179		4.3490578159	86.688485919
1.337776	86.996908	-0.224801			-1.475283271	88.153064364		4.3737476446	86.8155901219
1.359549	87.094508	-0.214177			-1.4656342925	88.2207137378		4.397275597	86.9454539104
1.380246	87.192343	-0.202768			-1.4576020266	88.2862436252		4.4194754171	87.077955282
1.399788	87.290414	-0.190618			-1.4511411297	88.3497548789		4.4401828672	87.2129604539
1.418104	87.388722	-0.177776			-1.4461937312	88.4113649029		4.4592427954	87.3503185182
1.435124	87.487262	-0.164293			-1.4427012595	88.4711937943		4.4765041517	87.4898644409
1.450785	87.586027	-0.150221			-1.4406007603	88.5293659557		4.4918274075	87.6314260723
1.465028	87.685007	-0.135615			-1.4398272674	88.5860152549		4.5050829572	87.7748171159
1.4778	87.784187	-0.120535			-1.4403116719	88.6412892521		4.5161550146	87.9198291956
1.489055	87.88355	-0.105039			-1.4419874466	88.6953320991		4.5249434005	88.0662563754
1.498751	87.983078	-0.089188			-1.4447902551	88.7483001111		4.5313620612	88.2138812749
1.506854	88.082748	-0.073045			-1.4486561693	88.8003548835		4.5353442305	88.3624745164
1.513335	88.182537	-0.056673			-1.4535272122	88.8516622603		4.5368398797	88.511806255
1.518173	88.282419	-0.040138			-1.4593471241	88.9023979596		4.5358203476	88.661634619
1.521355	88.382367	-0.023504			-1.4660654631	88.9527344048		4.5322772991	88.8117233889
1.525906	88.682329	-0.006838			-1.4706048896	89.2028311506		4.5292548363	89.1618034704
1.525758	88.782328	0.009796			-1.4789959804	89.2529164798		4.5207161371	89.3116915398
1.523952	88.88231	0.026331			-1.4881720565	89.3031528072		4.509748099	89.461120552
1.520501	88.982249	0.042703			-1.4981091077	89.3537231146		4.496421085	89.6098632508
1.515426	89.082119	0.058846			-1.5087872429	89.4048174067		4.4808271995	89.757689667
1.508754	89.181896	0.074697			-1.5201942059	89.4566190711		4.4630746503	89.9043844049
1.500519	89.281555	0.090193			-1.5323224869	89.5093103848		4.4432897205	90.0497349832
1.490761	89.381077	0.105274			-1.5451702527	89.5630699366		4.4216125968	90.1935478717
1.479527	89.480443	0.119879			-1.5587383796	89.6180783272		4.398200303	90.3356307866
1.46687	89.579638	0.133951			-1.5730313045	89.6745066407		4.3732205228	90.4758113306
1.452847	89.678649	0.147434			-1.58805707	89.7325232702		4.3468506133	90.6139260104
1.437522	89.777467	0.160276			-1.6038231595	89.7922866112		4.3192764842	90.7498306628
1.420964	89.876086	0.172426			-1.6203367306	89.8539530828		4.2906918531	90.8833903478
1.403245	89.974503	0.183835			-1.6376052879	89.917674076		4.2612939997	91.0144818053
1.384443	90.072719	0.194459			-1.6556319409	89.9835878973		4.2312821811	91.1430024564
1.364639	90.170738	0.204255			-1.6744169625	90.051831076		4.2008572595	91.2688572943
1.343918	90.268567	0.213186			-1.693954818	90.1225233702		4.1702159749	91.3919724286
1.322369	90.366218	0.221215			-1.7142333288	90.1957882587		4.1395561517	91.5122793214
1.300081	90.463702	0.228311			-1.7352355185	90.2717290002		4.1090648419	91.6297250598
1.277149	90.561037	0.234446			-1.7569326497	90.350446063		4.0789264729	91.7442711241
1.253668	90.658241	0.239597			-1.7792886494	90.4320243713		4.0493134914	91.8558913189
1.229736	90.755335	0.243742			-1.8022569295	90.5165487453		4.0203932291	91.9645629478
1.205451	90.852341	0.246865			-1.8257814155	90.6040870112		3.9923182075	92.0702782593
1.180913	90.949284	0.248953			-1.8497944539	90.6947013437		3.9652310814	92.1730375789
1.156224	91.046188	0.25			-1.8742152448	90.7884323331		3.9392592855	92.2728560886
1.131483	91.14308	0.25			-1.8989562448	90.8853243331		3.9145182855	92.3697480886
1.106794	91.239984	0.248953			-1.9239134539	90.9854013437		3.8911120814	92.4637375789
1.082256	91.336927	0.246865			-1.9489764155	91.0886730112		3.8691232075	92.5548642593
1.057971	91.433933	0.243742			-1.9740219295	91.1951467453		3.8486282291	92.6431609478
1.034038	91.531027	0.239597			-1.9989186494	91.3048103713		3.8296834914	92.7286773189
1.010558	91.628231	0.234446			-2.0235236497	91.417640063		3.8123354729	92.8114651241
0.987626	91.725566	0.228311			-2.0476905185	91.5335930002		3.7966098419	92.8915890598
0.965338	91.82305	0.221215			-2.0712643288	91.6526202587		3.7825251517	92.9691113214
0.943789	91.9207	0.213186			-2.094083818	91.7746563702		3.7700869749	93.0441054286
0.923068	92.01853	0.204255			-2.1159879625	91.899623076		3.7592862595	93.1166492943
