0.000000	0.000000	0.250000
-0.000049	0.000191	0.250000
-0.000244	0.000955	0.250000
-0.000682	0.002671	0.250000
-0.001459	0.005715	0.250000
-0.002670	0.010458	0.250000
-0.004408	0.017262	0.250000
-0.006762	0.026483	0.250000
-0.009822	0.038468	0.250000
-0.013674	0.053551	0.250000
-0.018399	0.072056	0.250000
-0.024076	0.094291	0.250000
-0.030782	0.120552	0.250000
-0.038586	0.151116	0.250000
-0.047557	0.186247	0.250000
-0.057755	0.226187	0.250000
-0.069239	0.271161	0.250000
-0.082060	0.321374	0.250000
-0.096267	0.377011	0.250000
-0.111900	0.438235	0.250000
-0.128995	0.505185	0.250000
-0.147583	0.577980	0.250000
-0.167687	0.656716	0.250000
-0.189327	0.741463	0.250000
-0.212514	0.832271	0.250000
-0.237254	0.929162	0.250000
-0.261944	1.026066	0.248953
-0.286481	1.123009	0.246865
-0.310766	1.220015	0.243742
-0.334699	1.317109	0.239597
-0.358180	1.414313	0.234446
-0.381112	1.511648	0.228311
-0.403399	1.609133	0.221215
-0.424949	1.706783	0.213186
-0.445669	1.804612	0.204255
-0.465473	1.902631	0.194459
-0.484275	2.000847	0.183835
-0.501994	2.099264	0.172426
-0.518552	2.197883	0.160276
-0.533877	2.296701	0.147434
-0.547900	2.395713	0.133951
-0.560557	2.494908	0.119879
-0.571791	2.594274	0.105274
-0.581549	2.693796	0.090193
-0.589784	2.793455	0.074697
-0.596456	2.893231	0.058846
-0.601531	2.993101	0.042703
-0.604982	3.093040	0.026331
-0.606788	3.193023	0.009796
-0.606936	3.293022	-0.006838
-0.605419	3.393009	-0.023504
-0.602238	3.492957	-0.040138
-0.597399	3.592839	-0.056673
-0.590918	3.692628	-0.073045
-0.582815	3.792298	-0.089188
-0.573119	3.891825	-0.105039
-0.561865	3.991189	-0.120535
-0.549092	4.090369	-0.135615
-0.534849	4.189349	-0.150221
-0.519188	4.288114	-0.164293
-0.502168	4.386654	-0.177776
-0.483853	4.484962	-0.190618
-0.464310	4.583033	-0.202768
-0.443614	4.680867	-0.214177
-0.421841	4.778468	-0.224801
-0.399072	4.875841	-0.234597
-0.375393	4.972997	-0.243527
-0.350891	5.069948	-0.251557
-0.325656	5.166711	-0.258653
-0.299782	5.263306	-0.264788
-0.273363	5.359753	-0.269939
-0.246496	5.456076	-0.274084
-0.219280	5.552301	-0.277207
-0.191812	5.648455	-0.279295
-0.164194	5.744565	-0.280342
-0.136526	5.840661	-0.280342
-0.108908	5.936772	-0.279295
-0.081440	6.032926	-0.277207
-0.054223	6.129151	-0.274084
-0.027356	6.225474	-0.269939
-0.000938	6.321921	-0.264788
0.024937	6.418515	-0.258653
0.050171	6.515279	-0.251557
0.074673	6.612230	-0.243527
0.098353	6.709386	-0.234597
0.121121	6.806759	-0.224801
0.142894	6.904359	-0.214177
0.163590	7.002194	-0.202768
0.183133	7.100265	-0.190618
0.201449	7.198573	-0.177776
0.218469	7.297113	-0.164293
0.234129	7.395878	-0.150221
0.248372	7.494858	-0.135615
0.261145	7.594038	-0.120535
0.272400	7.693401	-0.105039
0.282096	7.792929	-0.089188
0.290198	7.892599	-0.073045
0.296679	7.992388	-0.056673
0.301518	8.092270	-0.040138
0.304700	8.192218	-0.023504
0.309251	8.492180	-0.006838
0.309103	8.592179	0.009796
0.307297	8.692161	0.026331
0.303846	8.792100	0.042703
0.298770	8.891970	0.058846
0.292098	8.991747	0.074697
0.283863	9.091406	0.090193
0.274105	9.190928	0.105274
0.262872	9.290294	0.119879
0.250214	9.389489	0.133951
0.236192	9.488500	0.147434
0.220867	9.587318	0.160276
0.204308	9.685937	0.172426
0.186590	9.784354	0.183835
0.167787	9.882570	0.194459
0.147984	9.980589	0.204255
0.127263	10.078419	0.213186
0.105713	10.176069	0.221215
0.083426	10.273553	0.228311
0.060494	10.370888	0.234446
0.037013	10.468092	0.239597
0.013081	10.565186	0.243742
-0.011204	10.662192	0.246865
-0.035742	10.759135	0.248953
-0.060432	10.856039	0.250000
-0.085172	10.952931	0.250000
-0.109862	11.049835	0.248953
-0.134400	11.146778	0.246865
-0.158685	11.243784	0.243742
-0.182617	11.340878	0.239597
-0.206098	11.438082	0.234446
-0.229030	11.535417	0.228311
-0.251317	11.632901	0.221215
-0.272867	11.730552	0.213186
-0.293587	11.828381	0.204255
-0.313391	11.926400	0.194459
-0.332193	12.024616	0.183835
-0.349912	12.123033	0.172426
-0.366471	12.221652	0.160276
-0.381795	12.320470	0.147434
-0.395818	12.419481	0.133951
-0.408475	12.518676	0.119879
-0.419709	12.618042	0.105274
-0.429467	12.717564	0.090193
-0.437702	12.817223	0.074697
-0.444374	12.917000	0.058846
-0.449449	13.016870	0.042703
-0.452900	13.116809	0.026331
