-0.004948	0.019378	0.250000
-0.009896	0.038756	0.250000
-0.014844	0.058135	0.250000
-0.019792	0.077513	0.250000
-0.024740	0.096891	0.250000
-0.029688	0.116269	0.250000
-0.034637	0.135648	0.250000
-0.039585	0.155026	0.250000
-0.044533	0.174404	0.250000
-0.049481	0.193782	0.250000
-0.054429	0.213161	0.250000
-0.059377	0.232539	0.250000
-0.064325	0.251917	0.250000
-0.068949	0.271374	0.216667
-0.072759	0.291006	0.166667
-0.075747	0.310781	0.133333
-0.078075	0.330644	0.100000
-0.079740	0.350573	0.066667
-0.080740	0.370547	0.033333
-0.081073	0.390544	0.000000
-0.080740	0.410540	-0.033333
-0.079740	0.430514	-0.066667
-0.078075	0.450444	-0.100000
-0.076079	0.470344	-0.100000
-0.074248	0.490260	-0.083333
-0.071920	0.510120	-0.150000
-0.069262	0.529942	-0.116667
-0.066934	0.549806	-0.116667
-0.064606	0.569670	-0.116667
-0.062278	0.589534	-0.116667
-0.059949	0.609398	-0.116667
-0.057621	0.629262	-0.116667
-0.055293	0.649126	-0.116667
-0.052965	0.668990	-0.116667
-0.050637	0.688854	-0.116667
-0.048309	0.708718	-0.116667
-0.045981	0.728582	-0.116667
-0.043653	0.748446	-0.116667
-0.041325	0.768310	-0.116667
-0.038997	0.788174	-0.116667
-0.036669	0.808038	-0.116667
-0.034341	0.827902	-0.116667
-0.032013	0.847766	-0.116667
-0.029685	0.867630	-0.116667
-0.027357	0.887494	-0.116667
-0.025029	0.907358	-0.116667
-0.022701	0.927222	-0.116667
-0.020373	0.947087	-0.116667
-0.018045	0.966951	-0.116667
-0.016048	0.986850	-0.083333
-0.014882	1.006814	-0.033333
-0.014216	1.026803	-0.033333
-0.013716	1.046796	-0.016667
-0.012550	1.066756	-0.100000
-0.011551	1.086723	0.000000
-0.010552	1.106690	-0.100000
-0.009553	1.126656	0.000000
-0.008553	1.146623	-0.100000
-0.007554	1.166590	0.000000
-0.006555	1.186556	-0.100000
-0.005556	1.206523	0.000000
-0.004557	1.226490	-0.100000
-0.003558	1.246456	0.000000
-0.002558	1.266423	-0.100000
-0.001559	1.286390	0.000000
-0.001226	1.306386	-0.033333
-0.001226	1.326382	0.033333
-0.000893	1.346371	-0.066667
-0.000560	1.366360	0.033333
-0.000226	1.386349	-0.066667
0.000107	1.406338	0.033333
0.000440	1.426327	-0.066667
0.000773	1.446316	0.033333
0.001106	1.466305	-0.066667
0.001440	1.486293	0.033333
0.001773	1.506282	-0.066667
0.002106	1.526271	0.033333
0.002439	1.546260	-0.066667
0.002772	1.566249	0.033333
0.003105	1.586238	-0.066667
0.003439	1.606227	0.033333
0.003772	1.626216	-0.066667
0.004105	1.646205	0.033333
0.004438	1.666194	-0.066667
0.004771	1.686182	0.033333
0.005104	1.706171	-0.066667
0.005438	1.726160	0.033333
0.005771	1.746149	-0.066667
0.006104	1.766138	0.033333
0.006437	1.786127	-0.066667
0.006770	1.806116	0.033333
0.007104	1.826105	-0.066667
0.007437	1.846094	0.033333
0.007770	1.866082	-0.066667
0.008103	1.886071	0.033333
0.008436	1.906060	-0.066667
0.008769	1.926049	0.033333
0.009103	1.946038	-0.066667
0.009436	1.966027	0.033333
0.009769	1.986016	-0.066667
0.010102	2.006005	0.033333
0.010435	2.025994	-0.066667
0.010769	2.045982	0.033333
0.011102	2.065971	-0.066667
0.011435	2.085960	0.033333
0.011435	2.105957	-0.033333
0.011268	2.125950	0.050000
0.011268	2.145942	-0.050000
0.011268	2.165933	0.050000
0.011268	2.185925	-0.050000
0.011268	2.205917	0.050000
0.011268	2.225908	-0.050000
0.011268	2.245900	0.050000
0.011268	2.265892	-0.050000
0.011268	2.285883	0.050000
0.011268	2.305875	-0.050000
0.011268	2.325867	0.050000
0.011268	2.345858	-0.050000
0.011268	2.365850	0.050000
0.011268	2.385842	-0.050000
0.011268	2.405833	0.050000
0.011268	2.425825	-0.050000
0.011268	2.445817	0.050000
0.011268	2.465808	-0.050000
0.011268	2.485800	0.050000
0.011268	2.505792	-0.050000
0.011268	2.525783	0.050000
0.011268	2.545775	-0.050000
0.011268	2.565767	0.050000
0.011268	2.585758	-0.050000
0.011268	2.605750	0.050000
0.011268	2.625742	-0.050000
0.011268	2.645733	0.050000
0.011268	2.665725	-0.050000
0.011268	2.685717	0.050000
0.011268	2.705708	-0.050000
0.011268	2.725700	0.050000
0.011268	2.745692	-0.050000
0.011268	2.765683	0.050000
0.011268	2.785675	-0.050000
0.011268	2.805667	0.050000
0.011268	2.825658	-0.050000
0.011268	2.845650	0.050000
0.011268	2.865642	-0.050000
0.011268	2.885633	0.050000
0.011268	2.905625	-0.050000
0.011268	2.925617	0.050000
0.011268	2.945608	-0.050000
0.011268	2.965600	0.050000
0.011268	2.985592	-0.050000
0.011268	3.005583	0.050000
0.011268	3.025575	-0.050000
0.011268	3.045567	0.050000
0.011268	3.065558	-0.050000
0.011268	3.085550	0.050000
0.011268	3.105542	-0.050000
0.011268	3.125533	0.050000
0.011268	3.145525	-0.050000
0.011268	3.165517	0.050000
0.011268	3.185508	-0.050000
0.011268	3.205500	0.050000
0.011268	3.225492	-0.050000
0.011268	3.245483	0.050000
0.011268	3.265475	-0.050000
0.011268	3.285467	0.050000
0.011268	3.305458	-0.050000
0.011268	3.325450	0.050000
0.011268	3.345442	-0.050000
0.011268	3.365433	0.050000
0.011268	3.385425	-0.050000
0.011268	3.405417	0.050000
0.011268	3.425408	-0.050000
0.011268	3.445400	0.050000
0.011268	3.465392	-0.050000
0.011268	3.485383	0.050000
0.011268	3.505375	-0.050000
0.011268	3.525367	0.050000
0.011268	3.545358	-0.050000
0.011268	3.565350	0.050000
0.011268	3.585342	-0.050000
0.011268	3.605333	0.050000
0.011268	3.625325	-0.050000
0.011268	3.645317	0.050000
0.011268	3.665308	-0.050000
0.011268	3.685300	0.050000
0.011268	3.705292	-0.050000
0.011268	3.725283	0.050000
0.011268	3.745275	-0.050000
0.011268	3.765267	0.050000
0.011268	3.785258	-0.050000
0.011268	3.805250	0.050000
0.011268	3.825242	-0.050000
0.011268	3.845233	0.050000
0.011268	3.865225	-0.050000
0.011268	3.885217	0.050000
0.011268	3.905208	-0.050000
0.011268	3.925200	0.050000
0.011268	3.945192	-0.050000
0.011268	3.965183	0.050000
0.011268	3.985175	-0.050000
0.011268	4.005167	0.050000
0.011268	4.025158	-0.050000
