FLX	FLY	FRX	FRY
4.524956578	27.53016958	9.785966775	24.64542146
4.557657042	27.59879257	9.841661901	24.75638291
4.588109621	27.66551777	9.897286176	24.87040699
4.616352591	27.73042026	9.952654878	24.98745145
4.642438573	27.79358026	10.00758046	25.10745805
4.666432142	27.85508474	10.06187016	25.23034693
4.68840648	27.91502369	10.11533604	25.35603257
4.708442252	27.97349401	10.16778598	25.48440461
4.72662798	28.0305991	10.21903486	25.61534205
4.743055213	28.08644312	10.26890467	25.74871179
4.757819658	28.14113978	10.31722339	25.8843655
4.771025844	28.1948154	10.36382833	26.02213035
4.78277167	28.24759327	10.40856926	26.16183167
4.793161294	28.29960797	10.45131217	26.30327918
4.802293269	28.35100114	10.49193225	26.44626802
4.810267588	28.40191823	10.53032695	26.59058699
4.817181015	28.45251558	10.56640744	26.73600882
4.823125359	28.50294971	10.60010749	26.88230864
4.88060167	28.74639466	10.68378988	27.22225338
4.884862997	28.79699905	10.71259978	27.36959441
4.888400763	28.84794424	10.73894195	27.51709196
4.891283337	28.89940098	10.76282819	27.66450783
4.893578087	28.95154882	10.78429192	27.81159681
4.895342034	29.00456137	10.80338447	27.95812236
4.896626794	29.05861601	10.82017487	28.10385
4.897478271	29.11388263	10.83475103	28.24855483
4.897941458	29.17053746	10.84721866	28.39201274
4.898053743	29.22874802	10.85769695	28.53401585
4.897848981	29.28867816	10.86631728	28.67436056
4.897358327	29.35048474	10.87322334	28.81286276
4.896614173	29.41431898	10.87857005	28.94934166
4.895647683	29.48033215	10.88251905	29.08363174
4.894489239	29.54865634	10.88523721	29.21558165
4.893171884	29.61942608	10.88689516	29.3450518
4.891730519	29.69275428	10.88766517	29.47192017
4.890208291	29.76875795	10.88772273	29.5960718
4.888647241	29.8475343	10.88723606	29.7174105
4.887099569	29.92917164	10.8863738	29.8358514
4.885621738	30.01374538	10.88529707	29.95132851
4.884278723	30.10132409	10.88416124	30.06377633
4.88314324	30.19196153	10.88311376	30.17315156
4.882295144	30.28569973	10.88229186	30.27941773
4.881822	30.382559	10.881822	30.382559
4.881822	30.482559	10.881822	30.482559
4.882400144	30.58569973	10.88239686	30.57941773
4.88366624	30.69196153	10.88363676	30.67315156
4.885740723	30.80132209	10.88562324	30.76377433
4.888750738	30.91373538	10.88842607	30.85131851
4.892823569	31.02914564	10.8920978	30.9358254
4.898095241	31.1474723	10.89668406	31.0173485
4.904703291	31.26863195	10.90221773	31.0959458
4.912784519	31.39252028	10.90871917	31.17168617
4.922478884	31.51902008	10.91620216	31.2446458
4.933920239	31.64799434	10.92466821	31.31491965
4.947242683	31.77929815	10.93411405	31.38259774
4.962570173	31.91276898	10.94452605	31.44779166
4.980024327	32.04823274	10.95588934	31.51061076
4.999713981	32.18550216	10.96818228	31.57118456
5.021736743	32.32437602	10.98137995	31.62964385
5.046179458	32.46465146	10.99545666	31.68612674
5.073114271	32.60610863	11.01038703	31.74078083
5.102597794	32.74852601	11.02614587	31.79376
5.134667034	32.89166937	11.04270947	31.84523036
5.169344087	33.03530682	11.06005792	31.89535481
5.206631337	33.17920098	11.07817619	31.94430783
5.246511763	33.32311624	11.09705295	31.99226396
5.288945997	33.46681305	11.11668278	32.03940841
5.33387867	33.61006266	11.13706688	32.08592138
5.381230359	33.75263171	11.15821249	32.13199064
5.430907015	33.89430558	11.18013344	32.17779882
5.482791588	34.03486723	11.20285095	32.22353599
5.536753269	34.17411614	11.22639225	32.26938302
5.592640294	34.31185697	11.25079117	32.31552818
5.65028767	34.44791227	11.27608526	32.36215067
5.709516844	34.5821144	11.30231933	32.40942935
5.770136658	34.71431278	11.32954039	32.4575385
5.831948213	34.84437312	11.35779767	32.50664179
5.89473898	34.9721701	11.38714586	32.55691305
5.958293252	35.09759701	11.41763698	32.60850761
6.02239348	35.22056669	11.44932304	32.66157557
6.086816142	35.34100274	11.48225416	32.71626493
6.151337573	35.45884326	11.51647946	32.77272105
6.215737591	35.57404326	11.55203988	32.83107445
6.279796621	35.68656677	11.58897318	32.89145599
6.343303042	35.79639557	11.6273079	32.95398591
6.406055578	35.90352358	11.66706578	33.01877546
6.467851737	36.0079483	11.70825948	33.08594099
6.528505808	36.10968457	11.75088853	33.15558255
6.587846137	36.20875334	11.79494306	33.22779014
6.64570601	36.30518082	11.84040215	33.30265987
6.701934802	36.39900149	11.88722875	33.38027217
6.756395697	36.49025444	11.93537524	33.46070482
6.808972813	36.57899024	11.98477758	33.54401989
6.859555813	36.66525324	12.03536058	33.63028289
6.908053697	36.74909744	12.08703324	33.71954782
6.954397802	36.83058249	12.13969175	33.81185317
6.99852301	36.90976182	12.19321915	33.90724087
7.040388137	36.98669834	12.24748506	34.00573514
7.079965808	37.06145357	12.30234853	34.10735155
7.117246737	37.1340983	12.35765448	34.21209099
7.152230578	37.20469858	12.41324078	34.31995046
7.184931042	37.27332057	12.4689359	34.43091091
7.215383621	37.34004577	12.52456018	34.54493499
7.243626591	37.40494826	12.57992888	34.66197945
7.269712573	37.46810826	12.63485446	34.78198605
7.293706142	37.52961274	12.68914416	34.90487493
7.31568048	37.58955169	12.74261004	35.03056057
7.335716252	37.64802201	12.79505998	35.15893261
7.35390198	37.7051271	12.84630886	35.28987005
7.370329213	37.76097112	12.89617867	35.42323979
7.385093658	37.81566778	12.94449739	35.5588935
7.398299844	37.8693434	12.99110233	35.69665835
7.41004667	37.92212127	13.03584426	35.83635967
7.420435294	37.97413597	13.07858617	35.97780718
7.429567269	38.02552914	13.11920625	36.12079602
7.437541588	38.07644623	13.15760095	36.26511499
7.444455015	38.12704458	13.19368144	36.41053782
7.450399359	38.17747771	13.22738149	36.55683664
7.50787567	38.42092266	13.31106388	36.89678138
7.512136997	38.47152705	13.33987378	37.04412241
7.515674763	38.52247224	13.36621595	37.19161996
7.518557337	38.57392898	13.39010219	37.33903583
7.520852087	38.62607682	13.41156592	37.48612481
7.522616034	38.67908937	13.43065847	37.63265036
7.523900794	38.73314401	13.44744887	37.778378
7.524752271	38.78841063	13.46202503	37.92308283
7.525215458	38.84506546	13.47449266	38.06654074
7.525327743	38.90327602	13.48497095	38.20854385
7.525122981	38.96320616	13.49359128	38.34888856
7.524632327	39.02501274	13.50049734	38.48739076
7.523888173	39.08884798	13.50584405	38.62387066
7.522921683	39.15486015	13.50979305	38.75815974
7.521763239	39.22318434	13.51251121	38.89010965
7.520445884	39.29395408	13.51416916	39.0195798
7.519005519	39.36728228	13.51494017	39.14644817
7.517482291	39.44328595	13.51499673	39.2705998
7.515921241	39.5220623	13.51451006	39.3919385
7.514373569	39.60370064	13.5136478	39.5103804
7.512895738	39.68827338	13.51257107	39.62585651
7.511552723	39.77585309	13.51143524	39.73830533
7.51041724	39.86648953	13.51038776	39.84767956
7.509569144	39.96022773	13.50956586	39.95394573
7.509096	40.057087	13.509096	40.057087
7.509096	40.157087	13.509096	40.157087
7.509674144	40.26022773	13.50967086	40.25394573
7.51094024	40.36648953	13.51091076	40.34767956
7.513015723	40.47585009	13.51289824	40.43830233
7.516024738	40.58826338	13.51570007	40.52584651
7.520097569	40.70367364	13.5193718	40.6103534
7.525369241	40.8220003	13.52395806	40.6918765
7.531977291	40.94315995	13.52949173	40.7704738
7.540058519	41.06704828	13.53599317	40.84621417
7.549752884	41.19354908	13.54347616	40.9191748
7.561194239	41.32252234	13.55194221	40.98944765
7.574516683	41.45382615	13.56138805	41.05712574
7.589844173	41.58729698	13.57180005	41.12231966
7.607299327	41.72276174	13.58316434	41.18513976
7.626987981	41.86003016	13.59545628	41.24571256
7.649010743	41.99890402	13.60865395	41.30417185
7.673453458	42.13917946	13.62273066	41.36065474
7.700388271	42.28063663	13.63766103	41.41530883
7.729871794	42.42305401	13.65341987	41.468288
7.761941034	42.56619737	13.66998347	41.51975836
7.796619087	42.70983482	13.68733292	41.56988281
7.833905337	42.85372898	13.70545019	41.61883583
7.873785763	42.99764424	13.72432695	41.66679196
7.916219997	43.14134105	13.74395678	41.71393641
7.96115267	43.28459066	13.76434088	41.76044938
8.008504359	43.42716071	13.78548649	41.80651964
8.058181015	43.56883458	13.80740744	41.85232782
8.110065588	43.70939523	13.83012495	41.89806399
8.164027269	43.84864414	13.85366625	41.94391102
8.219914294	43.98638497	13.87806517	41.99005618
8.27756167	44.12244027	13.90335926	42.03667867
8.336790844	44.2566424	13.92959333	42.08395735
8.397410658	44.38884078	13.95681439	42.1320665
8.459222213	44.51890212	13.98507167	42.18117079
8.52201298	44.6466981	14.01441986	42.23144105
8.585567252	44.77212501	14.04491098	42.28303561
8.64966748	44.89509469	14.07659704	42.33610357
8.714090142	45.01553174	14.10952816	42.39079393
8.778611573	45.13337126	14.14375346	42.44724905
8.843011591	45.24857126	14.17931388	42.50560245
8.907070621	45.36109477	14.21624718	42.56598399
8.970577042	45.47092357	14.2545819	42.62851391
9.033329578	45.57805158	14.29433978	42.69330346
9.095125737	45.6824773	14.33553348	42.76046999
9.155779808	45.78421257	14.37816253	42.83011055
9.215120137	45.88328134	14.42221706	42.90231814
9.27298001	45.97970882	14.46767615	42.97718787
9.329208802	46.07352949	14.51450275	43.05480017
9.383669697	46.16478244	14.56264924	43.13523282
9.436246813	46.25351824	14.61205158	43.21854789
9.486829813	46.33978124	14.66263458	43.30481089
9.535327697	46.42362544	14.71430724	43.39407582
9.581671802	46.50511049	14.76696575	43.48638117
9.62579701	46.58428982	14.82049315	43.58176887
9.667662137	46.66122634	14.87475906	43.68026314
9.707239808	46.73598257	14.92962253	43.78188055
9.744520737	46.8086273	14.98492848	43.88661999
9.779504578	46.87922658	15.04051478	43.99447846
9.812205042	46.94784957	15.0962099	44.10543991
9.842657621	47.01457477	15.15183418	44.21946399
9.870900591	47.07947726	15.20720288	44.33650845
9.896986573	47.14263626	15.26212846	44.45651405
9.920981142	47.20414174	15.31641916	44.57940393
9.94295448	47.26407969	15.36988404	44.70508857
9.962990252	47.32255001	15.42233398	44.83346061
9.98117598	47.3796551	15.47358286	44.96439805
9.997603213	47.43550012	15.52345267	45.09776879
10.01236766	47.49019578	15.57177139	45.2334215
10.02557384	47.5438714	15.61837633	45.37118635
10.03732067	47.59664927	15.66311826	45.51088767
10.04770929	47.64866397	15.70586017	45.65233518
10.05684127	47.70005714	15.74648025	45.79532402
10.06481559	47.75097423	15.78487495	45.93964299
10.07173002	47.80157258	15.82095644	46.08506582
10.07767336	47.85200671	15.85465549	46.23136564
10.13514967	48.09545166	15.93833788	46.57131038
10.139411	48.14605505	15.96714778	46.71865041
10.14294876	48.19700124	15.99348995	46.86614896
10.14583234	48.24845798	16.01737719	47.01356483
10.14812609	48.30060582	16.03883992	47.16065381
10.14989003	48.35361837	16.05793247	47.30717936
10.15117479	48.40767201	16.07472287	47.452906
10.15202727	48.46293863	16.08930003	47.59761083
10.15249046	48.51959446	16.10176766	47.74106974
10.15260174	48.57780402	16.11224495	47.88307185
10.15239698	48.63773516	16.12086528	48.02341756
10.15190633	48.69954074	16.12777134	48.16191876
10.15116317	48.76337598	16.13311905	48.29839866
10.15019568	48.82938815	16.13706705	48.43268774
10.14903724	48.89771334	16.13978521	48.56463865
10.14771988	48.96848208	16.14144316	48.6941078
10.14627952	49.04181128	16.14221417	48.82097717
10.14475629	49.11781495	16.14227073	48.9451288
10.14319624	49.1965903	16.14178506	49.0664665
10.14164857	49.27822864	16.1409228	49.1849084
10.14016974	49.36280138	16.13984507	49.30038451
10.13882672	49.45038109	16.13870924	49.41283333
10.13769124	49.54101853	16.13766176	49.52220856
10.13684314	49.63475673	16.13683986	49.62847473
10.136371	49.731615	16.136371	49.731615
10.136371	49.831615	16.136371	49.831615
10.13694814	49.93475573	16.13694486	49.92847373
10.13821424	50.04101753	16.13818476	50.02220756
10.14028972	50.15037809	16.14017224	50.11283033
10.14329874	50.26279238	16.14297407	50.20037551
10.14737257	50.37820164	16.1466468	50.2848814
10.15264424	50.4965293	16.15123306	50.3664055
10.15925129	50.61768795	16.15676573	50.4450018
10.16733252	50.74157628	16.16326717	50.52074217
10.17702688	50.86807708	16.17075016	50.5937028
10.18846824	50.99705034	16.17921621	50.66397565
10.20179068	51.12835515	16.18866205	50.73165474
10.21711917	51.26182498	16.19907505	50.79684766
10.23457333	51.39728974	16.21043834	50.85966776
10.25426198	51.53455816	16.22273028	50.92024056
10.27628474	51.67343302	16.23592795	50.97870085
10.30072846	51.81370746	16.25000566	51.03518274
10.32766327	51.95516563	16.26493603	51.08983783
10.35714579	52.09758301	16.28069387	51.142817
10.38921503	52.24072537	16.29725747	51.19428636
10.42389309	52.38436282	16.31460692	51.24441081
10.46118034	52.52825698	16.33272519	51.29336383
10.50105976	52.67217224	16.35160095	51.34131996
10.543494	52.81587005	16.37123078	51.38846541
10.58842667	52.95911866	16.39161488	51.43497738
10.63577836	53.10168871	16.41276049	51.48104764
10.68545502	53.24336258	16.43468144	51.52685582
10.73734059	53.38392323	16.45739995	51.57259199
10.79130127	53.52317214	16.48094025	51.61843902
10.84718829	53.66091297	16.50533917	51.66458418
10.90483567	53.79696827	16.53063326	51.71120667
10.96406484	53.9311704	16.55686733	51.75848535
11.02468466	54.06336878	16.58408839	51.8065945
11.08649621	54.19343012	16.61234567	51.85569879
11.14928698	54.3212261	16.64169386	51.90596905
11.21284125	54.44665301	16.67218498	51.95756361
11.27694148	54.56962269	16.70387104	52.01063157
11.34136414	54.69005974	16.73680216	52.06532193
11.40588557	54.80789926	16.77102746	52.12177705
11.47028559	54.92309926	16.80658788	52.18013045
11.53434462	55.03562277	16.84352118	52.24051199
11.59785104	55.14545157	16.8818559	52.30304191
11.66060358	55.25258058	16.92161378	52.36783246
11.72239974	55.3570053	16.96280748	52.43499799
11.78305481	55.45874057	17.00543753	52.50463855
11.84239514	55.55781034	17.04949206	52.57684714
11.90025401	55.65423682	17.09495015	52.65171587
11.9564828	55.74805749	17.14177675	52.72932817
12.0109437	55.83931044	17.18992324	52.80976082
12.06352081	55.92804624	17.23932558	52.89307589
12.11410381	56.01431024	17.28990858	52.97933989
12.1626027	56.09815444	17.34158224	53.06860482
12.2089458	56.17963949	17.39423975	53.16091017
12.25307101	56.25881882	17.44776715	53.25629787
12.29493614	56.33575434	17.50203306	53.35479114
12.33451381	56.41051057	17.55689653	53.45640855
12.37179474	56.4831553	17.61220248	53.56114799
12.40677858	56.55375458	17.66778878	53.66900646
12.43948004	56.62237757	17.7234849	53.77996791
12.46993162	56.68910277	17.77910818	53.89399199
12.49817459	56.75400526	17.83447688	54.01103645
12.52426057	56.81716426	17.88940246	54.13104205
